model,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,mkt_home,mkt_draw,mkt_away,odds_source,as_of,p_home,p_draw,p_away
elo-poisson,SP1,2025-11-22,Osasuna,Sociedad,1,3,0.3593,0.3246,0.3161,PSCH,2025-11-14,0.4453,0.2695,0.2852
gbm,SP1,2025-11-22,Osasuna,Sociedad,1,3,0.3593,0.3246,0.3161,PSCH,2025-11-14,0.3665,0.3416,0.2919
xg-dixon-coles,SP1,2025-11-22,Osasuna,Sociedad,1,3,0.3593,0.3246,0.3161,PSCH,2025-11-14,0.3994,0.2878,0.3128
ensemble,SP1,2025-11-22,Osasuna,Sociedad,1,3,0.3593,0.3246,0.3161,PSCH,2025-11-14,0.3994,0.2878,0.3128
dixon-coles,SP1,2025-11-22,Villarreal,Mallorca,2,1,0.6853,0.1925,0.1222,PSCH,2025-11-14,0.6514,0.2094,0.1392
elo-poisson,SP1,2025-11-22,Villarreal,Mallorca,2,1,0.6853,0.1925,0.1222,PSCH,2025-11-14,0.669,0.1989,0.1321
gbm,SP1,2025-11-22,Villarreal,Mallorca,2,1,0.6853,0.1925,0.1222,PSCH,2025-11-14,0.6808,0.1955,0.1237
xg-dixon-coles,SP1,2025-11-22,Villarreal,Mallorca,2,1,0.6853,0.1925,0.1222,PSCH,2025-11-14,0.6715,0.1952,0.1334
ensemble,SP1,2025-11-22,Villarreal,Mallorca,2,1,0.6853,0.1925,0.1222,PSCH,2025-11-14,0.6715,0.1952,0.1334
dixon-coles,SP1,2025-11-23,Oviedo,Vallecano,0,0,0.2702,0.3012,0.4286,PSCH,2025-11-14,0.314,0.3228,0.3633
elo-poisson,SP1,2025-11-23,Oviedo,Vallecano,0,0,0.2702,0.3012,0.4286,PSCH,2025-11-14,0.3719,0.2782,0.3498
gbm,SP1,2025-11-23,Oviedo,Vallecano,0,0,0.2702,0.3012,0.4286,PSCH,2025-11-14,0.3511,0.3056,0.3432
xg-dixon-coles,SP1,2025-11-23,Oviedo,Vallecano,0,0,0.2702,0.3012,0.4286,PSCH,2025-11-14,0.2946,0.297,0.4085
ensemble,SP1,2025-11-23,Oviedo,Vallecano,0,0,0.2702,0.3012,0.4286,PSCH,2025-11-14,0.2946,0.297,0.4085
dixon-coles,SP1,2025-11-23,Betis,Girona,1,1,0.6314,0.2137,0.1548,PSCH,2025-11-14,0.5967,0.2116,0.1917
elo-poisson,SP1,2025-11-23,Betis,Girona,1,1,0.6314,0.2137,0.1548,PSCH,2025-11-14,0.6127,0.222,0.1654
gbm,SP1,2025-11-23,Betis,Girona,1,1,0.6314,0.2137,0.1548,PSCH,2025-11-14,0.6817,0.2105,0.1078
xg-dixon-coles,SP1,2025-11-23,Betis,Girona,1,1,0.6314,0.2137,0.1548,PSCH,2025-11-14,0.6425,0.1945,0.1629
ensemble,SP1,2025-11-23,Betis,Girona,1,1,0.6314,0.2137,0.1548,PSCH,2025-11-14,0.6425,0.1945,0.1629
dixon-coles,SP1,2025-11-23,Getafe,Ath Madrid,0,1,0.1955,0.2897,0.5148,PSCH,2025-11-14,0.2105,0.2789,0.5105
elo-poisson,SP1,2025-11-23,Getafe,Ath Madrid,0,1,0.1955,0.2897,0.5148,PSCH,2025-11-14,0.2005,0.2554,0.5441
gbm,SP1,2025-11-23,Getafe,Ath Madrid,0,1,0.1955,0.2897,0.5148,PSCH,2025-11-14,0.2195,0.2331,0.5475
xg-dixon-coles,SP1,2025-11-23,Getafe,Ath Madrid,0,1,0.1955,0.2897,0.5148,PSCH,2025-11-14,0.2139,0.2672,0.5189
ensemble,SP1,2025-11-23,Getafe,Ath Madrid,0,1,0.1955,0.2897,0.5148,PSCH,2025-11-14,0.2139,0.2672,0.5189
dixon-coles,SP1,2025-11-23,Elche,Real Madrid,2,2,0.1366,0.1737,0.6897,PSCH,2025-11-14,0.1393,0.2171,0.6437
elo-poisson,SP1,2025-11-23,Elche,Real Madrid,2,2,0.1366,0.1737,0.6897,PSCH,2025-11-14,0.1488,0.2303,0.6209
gbm,SP1,2025-11-23,Elche,Real Madrid,2,2,0.1366,0.1737,0.6897,PSCH,2025-11-14,0.1796,0.3175,0.5029
xg-dixon-coles,SP1,2025-11-23,Elche,Real Madrid,2,2,0.1366,0.1737,0.6897,PSCH,2025-11-14,0.1702,0.2223,0.6075
ensemble,SP1,2025-11-23,Elche,Real Madrid,2,2,0.1366,0.1737,0.6897,PSCH,2025-11-14,0.1702,0.2223,0.6075
dixon-coles,SP1,2025-11-24,Espanol,Sevilla,2,1,0.5248,0.2589,0.2162,PSCH,2025-11-14,0.4097,0.2687,0.3215
elo-poisson,SP1,2025-11-24,Espanol,Sevilla,2,1,0.5248,0.2589,0.2162,PSCH,2025-11-14,0.435,0.2713,0.2938
gbm,SP1,2025-11-24,Espanol,Sevilla,2,1,0.5248,0.2589,0.2162,PSCH,2025-11-14,0.5804,0.2278,0.1919
xg-dixon-coles,SP1,2025-11-24,Espanol,Sevilla,2,1,0.5248,0.2589,0.2162,PSCH,2025-11-14,0.4512,0.262,0.2868
ensemble,SP1,2025-11-24,Espanol,Sevilla,2,1,0.5248,0.2589,0.2162,PSCH,2025-11-14,0.4512,0.262,0.2868
dixon-coles,SP1,2025-11-28,Getafe,Elche,1,0,0.4233,0.3278,0.249,PSCH,2025-11-14,0.4585,0.3153,0.2262
elo-poisson,SP1,2025-11-28,Getafe,Elche,1,0,0.4233,0.3278,0.249,PSCH,2025-11-14,0.4564,0.2675,0.2762
gbm,SP1,2025-11-28,Getafe,Elche,1,0,0.4233,0.3278,0.249,PSCH,2025-11-14,0.4098,0.3103,0.2799
xg-dixon-coles,SP1,2025-11-28,Getafe,Elche,1,0,0.4233,0.3278,0.249,PSCH,2025-11-14,0.4424,0.3117,0.2459
ensemble,SP1,2025-11-28,Getafe,Elche,1,0,0.4233,0.3278,0.249,PSCH,2025-11-14,0.4424,0.3117,0.2459
dixon-coles,SP1,2025-11-29,Mallorca,Osasuna,2,2,0.3896,0.3214,0.289,PSCH,2025-11-14,0.3847,0.3156,0.2997
elo-poisson,SP1,2025-11-29,Mallorca,Osasuna,2,2,0.3896,0.3214,0.289,PSCH,2025-11-14,0.4128,0.2745,0.3127
gbm,SP1,2025-11-29,Mallorca,Osasuna,2,2,0.3896,0.3214,0.289,PSCH,2025-11-14,0.4305,0.2924,0.2771
xg-dixon-coles,SP1,2025-11-29,Mallorca,Osasuna,2,2,0.3896,0.3214,0.289,PSCH,2025-11-14,0.3896,0.2983,0.3121
ensemble,SP1,2025-11-29,Mallorca,Osasuna,2,2,0.3896,0.3214,0.289,PSCH,2025-11-14,0.3896,0.2983,0.3121
dixon-coles,SP1,2025-11-29,Barcelona,Alaves,3,1,0.7689,0.1447,0.0864,PSCH,2025-11-14,0.7714,0.1504,0.0782
elo-poisson,SP1,2025-11-29,Barcelona,Alaves,3,1,0.7689,0.1447,0.0864,PSCH,2025-11-14,0.7842,0.142,0.0738
gbm,SP1,2025-11-29,Barcelona,Alaves,3,1,0.7689,0.1447,0.0864,PSCH,2025-11-14,0.7601,0.1508,0.0891
xg-dixon-coles,SP1,2025-11-29,Barcelona,Alaves,3,1,0.7689,0.1447,0.0864,PSCH,2025-11-14,0.7324,0.1637,0.1039
ensemble,SP1,2025-11-29,Barcelona,Alaves,3,1,0.7689,0.1447,0.0864,PSCH,2025-11-14,0.7324,0.1637,0.1039
dixon-coles,SP1,2025-11-29,Levante,Ath Bilbao,0,2,0.2465,0.2798,0.4737,PSCH,2025-11-14,0.2457,0.2784,0.4759
elo-poisson,SP1,2025-11-29,Levante,Ath Bilbao,0,2,0.2465,0.2798,0.4737,PSCH,2025-11-14,0.2919,0.2766,0.4315
gbm,SP1,2025-11-29,Levante,Ath Bilbao,0,2,0.2465,0.2798,0.4737,PSCH,2025-11-14,0.2888,0.2768,0.4344
xg-dixon-coles,SP1,2025-11-29,Levante,Ath Bilbao,0,2,0.2465,0.2798,0.4737,PSCH,2025-11-14,0.264,0.2704,0.4656
ensemble,SP1,2025-11-29,Levante,Ath Bilbao,0,2,0.2465,0.2798,0.4737,PSCH,2025-11-14,0.264,0.2704,0.4656
dixon-coles,SP1,2025-11-29,Ath Madrid,Oviedo,2,0,0.771,0.1547,0.0743,PSCH,2025-11-14,0.7888,0.1484,0.0628
elo-poisson,SP1,2025-11-29,Ath Madrid,Oviedo,2,0,0.771,0.1547,0.0743,PSCH,2025-11-14,0.784,0.1422,0.0739
gbm,SP1,2025-11-29,Ath Madrid,Oviedo,2,0,0.771,0.1547,0.0743,PSCH,2025-11-14,0.791,0.1283,0.0807
xg-dixon-coles,SP1,2025-11-29,Ath Madrid,Oviedo,2,0,0.771,0.1547,0.0743,PSCH,2025-11-14,0.7964,0.1413,0.0623
ensemble,SP1,2025-11-29,Ath Madrid,Oviedo,2,0,0.771,0.1547,0.0743,PSCH,2025-11-14,0.7964,0.1413,0.0623
dixon-coles,SP1,2025-11-30,Girona,Real Madrid,1,1,0.1368,0.168,0.6951,PSCH,2025-11-14,0.1694,0.1981,0.6325
elo-poisson,SP1,2025-11-30,Girona,Real Madrid,1,1,0.1368,0.168,0.6951,PSCH,2025-11-14,0.1416,0.2258,0.6326
gbm,SP1,2025-11-30,Girona,Real Madrid,1,1,0.1368,0.168,0.6951,PSCH,2025-11-14,0.1755,0.3084,0.5161
xg-dixon-coles,SP1,2025-11-30,Girona,Real Madrid,1,1,0.1368,0.168,0.6951,PSCH,2025-11-14,0.1675,0.1855,0.6469
ensemble,SP1,2025-11-30,Girona,Real Madrid,1,1,0.1368,0.168,0.6951,PSCH,2025-11-14,0.1675,0.1855,0.6469
dixon-coles,SP1,2025-11-30,Sevilla,Betis,0,2,0.3503,0.2916,0.3581,PSCH,2025-11-14,0.3772,0.2571,0.3657
elo-poisson,SP1,2025-11-30,Sevilla,Betis,0,2,0.3503,0.2916,0.3581,PSCH,2025-11-14,0.3444,0.2791,0.3764
gbm,SP1,2025-11-30,Sevilla,Betis,0,2,0.3503,0.2916,0.3581,PSCH,2025-11-14,0.2814,0.3115,0.4071
xg-dixon-coles,SP1,2025-11-30,Sevilla,Betis,0,2,0.3503,0.2916,0.3581,PSCH,2025-11-14,0.3505,0.2559,0.3936
ensemble,SP1,2025-11-30,Sevilla,Betis,0,2,0.3503,0.2916,0.3581,PSCH,2025-11-14,0.3505,0.2559,0.3936
dixon-coles,SP1,2025-11-30,Sociedad,Villarreal,2,3,0.3357,0.2855,0.3788,PSCH,2025-11-14,0.3263,0.2614,0.4123
elo-poisson,SP1,2025-11-30,Sociedad,Villarreal,2,3,0.3357,0.2855,0.3788,PSCH,2025-11-14,0.2723,0.274,0.4536
gbm,SP1,2025-11-30,Sociedad,Villarreal,2,3,0.3357,0.2855,0.3788,PSCH,2025-11-14,0.2644,0.25,0.4856
xg-dixon-coles,SP1,2025-11-30,Sociedad,Villarreal,2,3,0.3357,0.2855,0.3788,PSCH,2025-11-14,0.3425,0.2538,0.4038
ensemble,SP1,2025-11-30,Sociedad,Villarreal,2,3,0.3357,0.2855,0.3788,PSCH,2025-11-14,0.3425,0.2538,0.4038
dixon-coles,SP1,2025-11-30,Celta,Espanol,0,1,0.5065,0.2724,0.221,PSCH,2025-11-14,0.514,0.2449,0.2411
elo-poisson,SP1,2025-11-30,Celta,Espanol,0,1,0.5065,0.2724,0.221,PSCH,2025-11-14,0.4554,0.2677,0.2769
gbm,SP1,2025-11-30,Celta,Espanol,0,1,0.5065,0.2724,0.221,PSCH,2025-11-14,0.3724,0.2882,0.3394
xg-dixon-coles,SP1,2025-11-30,Celta,Espanol,0,1,0.5065,0.2724,0.221,PSCH,2025-11-14,0.5045,0.2446,0.2509
ensemble,SP1,2025-11-30,Celta,Espanol,0,1,0.5065,0.2724,0.221,PSCH,2025-11-14,0.5045,0.2446,0.2509
dixon-coles,SP1,2025-12-01,Vallecano,Valencia,1,1,0.4607,0.3028,0.2365,PSCH,2025-11-14,0.4325,0.2991,0.2684
elo-poisson,SP1,2025-12-01,Vallecano,Valencia,1,1,0.4607,0.3028,0.2365,PSCH,2025-11-14,0.4358,0.2711,0.2931
gbm,SP1,2025-12-01,Vallecano,Valencia,1,1,0.4607,0.3028,0.2365,PSCH,2025-11-14,0.5699,0.2311,0.199
xg-dixon-coles,SP1,2025-12-01,Vallecano,Valencia,1,1,0.4607,0.3028,0.2365,PSCH,2025-11-14,0.4813,0.2701,0.2486
ensemble,SP1,2025-12-01,Vallecano,Valencia,1,1,0.4607,0.3028,0.2365,PSCH,2025-11-14,0.4813,0.2701,0.2486
dixon-coles,SP1,2025-12-02,Barcelona,Ath Madrid,3,1,0.5711,0.2149,0.214,PSCH,2025-11-14,0.5204,0.2217,0.2579
elo-poisson,SP1,2025-12-02,Barcelona,Ath Madrid,3,1,0.5711,0.2149,0.214,PSCH,2025-11-14,0.5016,0.2574,0.241
gbm,SP1,2025-12-02,Barcelona,Ath Madrid,3,1,0.5711,0.2149,0.214,PSCH,2025-11-14,0.5377,0.2872,0.1751
xg-dixon-coles,SP1,2025-12-02,Barcelona,Ath Madrid,3,1,0.5711,0.2149,0.214,PSCH,2025-11-14,0.5207,0.214,0.2653
ensemble,SP1,2025-12-02,Barcelona,Ath Madrid,3,1,0.5711,0.2149,0.214,PSCH,2025-11-14,0.5207,0.214,0.2653
dixon-coles,SP1,2025-12-03,Ath Bilbao,Real Madrid,0,3,0.2236,0.263,0.5134,PSCH,2025-11-14,0.2894,0.2807,0.4299
elo-poisson,SP1,2025-12-03,Ath Bilbao,Real Madrid,0,3,0.2236,0.263,0.5134,PSCH,2025-11-14,0.2702,0.2737,0.4561
gbm,SP1,2025-12-03,Ath Bilbao,Real Madrid,0,3,0.2236,0.263,0.5134,PSCH,2025-11-14,0.1791,0.3201,0.5009
xg-dixon-coles,SP1,2025-12-03,Ath Bilbao,Real Madrid,0,3,0.2236,0.263,0.5134,PSCH,2025-11-14,0.3212,0.265,0.4139
ensemble,SP1,2025-12-03,Ath Bilbao,Real Madrid,0,3,0.2236,0.263,0.5134,PSCH,2025-11-14,0.3212,0.265,0.4139
dixon-coles,SP1,2025-12-05,Oviedo,Mallorca,0,0,0.37,0.3191,0.3109,PSCH,2025-11-14,0.3294,0.3271,0.3435
elo-poisson,SP1,2025-12-05,Oviedo,Mallorca,0,0,0.37,0.3191,0.3109,PSCH,2025-11-14,0.3878,0.2771,0.3351
gbm,SP1,2025-12-05,Oviedo,Mallorca,0,0,0.37,0.3191,0.3109,PSCH,2025-11-14,0.3635,0.3006,0.3359
xg-dixon-coles,SP1,2025-12-05,Oviedo,Mallorca,0,0,0.37,0.3191,0.3109,PSCH,2025-11-14,0.3398,0.3103,0.3499
ensemble,SP1,2025-12-05,Oviedo,Mallorca,0,0,0.37,0.3191,0.3109,PSCH,2025-11-14,0.3398,0.3103,0.3499
dixon-coles,SP1,2025-12-06,Alaves,Sociedad,1,0,0.3513,0.3222,0.3265,PSCH,2025-11-14,0.35,0.3279,0.3221
elo-poisson,SP1,2025-12-06,Alaves,Sociedad,1,0,0.3513,0.3222,0.3265,PSCH,2025-11-14,0.4115,0.2746,0.3139
gbm,SP1,2025-12-06,Alaves,Sociedad,1,0,0.3513,0.3222,0.3265,PSCH,2025-11-14,0.3822,0.3777,0.24
xg-dixon-coles,SP1,2025-12-06,Alaves,Sociedad,1,0,0.3513,0.3222,0.3265,PSCH,2025-11-14,0.3965,0.3041,0.2994
ensemble,SP1,2025-12-06,Alaves,Sociedad,1,0,0.3513,0.3222,0.3265,PSCH,2025-11-14,0.3965,0.3041,0.2994
dixon-coles,SP1,2025-12-06,Betis,Barcelona,3,5,0.2575,0.2356,0.5069,PSCH,2025-11-14,0.2791,0.2216,0.4992
elo-poisson,SP1,2025-12-06,Betis,Barcelona,3,5,0.2575,0.2356,0.5069,PSCH,2025-11-14,0.2608,0.2721,0.4671
gbm,SP1,2025-12-06,Betis,Barcelona,3,5,0.2575,0.2356,0.5069,PSCH,2025-11-14,0.1995,0.2065,0.594
xg-dixon-coles,SP1,2025-12-06,Betis,Barcelona,3,5,0.2575,0.2356,0.5069,PSCH,2025-11-14,0.3057,0.2188,0.4755
ensemble,SP1,2025-12-06,Betis,Barcelona,3,5,0.2575,0.2356,0.5069,PSCH,2025-11-14,0.3057,0.2188,0.4755
dixon-coles,SP1,2025-12-06,Villarreal,Getafe,2,0,0.5892,0.2556,0.1551,PSCH,2025-11-14,0.6248,0.2225,0.1527
elo-poisson,SP1,2025-12-06,Villarreal,Getafe,2,0,0.5892,0.2556,0.1551,PSCH,2025-11-14,0.6682,0.1992,0.1326
gbm,SP1,2025-12-06,Villarreal,Getafe,2,0,0.5892,0.2556,0.1551,PSCH,2025-11-14,0.7276,0.1597,0.1126
xg-dixon-coles,SP1,2025-12-06,Villarreal,Getafe,2,0,0.5892,0.2556,0.1551,PSCH,2025-11-14,0.6406,0.2124,0.147
ensemble,SP1,2025-12-06,Villarreal,Getafe,2,0,0.5892,0.2556,0.1551,PSCH,2025-11-14,0.6406,0.2124,0.147
dixon-coles,SP1,2025-12-06,Ath Bilbao,Ath Madrid,1,0,0.3256,0.3042,0.3702,PSCH,2025-11-14,0.3299,0.2945,0.3756
elo-poisson,SP1,2025-12-06,Ath Bilbao,Ath Madrid,1,0,0.3256,0.3042,0.3702,PSCH,2025-11-14,0.332,0.2791,0.3889
gbm,SP1,2025-12-06,Ath Bilbao,Ath Madrid,1,0,0.3256,0.3042,0.3702,PSCH,2025-11-14,0.3177,0.2319,0.4504
xg-dixon-coles,SP1,2025-12-06,Ath Bilbao,Ath Madrid,1,0,0.3256,0.3042,0.3702,PSCH,2025-11-14,0.3407,0.2835,0.3758
ensemble,SP1,2025-12-06,Ath Bilbao,Ath Madrid,1,0,0.3256,0.3042,0.3702,PSCH,2025-11-14,0.3407,0.2835,0.3758
dixon-coles,SP1,2025-12-07,Real Madrid,Celta,0,2,0.7578,0.154,0.0882,PSCH,2025-11-14,0.7651,0.1449,0.09
elo-poisson,SP1,2025-12-07,Real Madrid,Celta,0,2,0.7578,0.154,0.0882,PSCH,2025-11-14,0.7656,0.1521,0.0824
gbm,SP1,2025-12-07,Real Madrid,Celta,0,2,0.7578,0.154,0.0882,PSCH,2025-11-14,0.755,0.1662,0.0788
xg-dixon-coles,SP1,2025-12-07,Real Madrid,Celta,0,2,0.7578,0.154,0.0882,PSCH,2025-11-14,0.7484,0.1482,0.1034
ensemble,SP1,2025-12-07,Real Madrid,Celta,0,2,0.7578,0.154,0.0882,PSCH,2025-11-14,0.7484,0.1482,0.1034
dixon-coles,SP1,2025-12-07,Espanol,Vallecano,1,0,0.3956,0.3032,0.3013,PSCH,2025-11-14,0.414,0.301,0.285
elo-poisson,SP1,2025-12-07,Espanol,Vallecano,1,0,0.3956,0.3032,0.3013,PSCH,2025-11-14,0.4533,0.2681,0.2786
gbm,SP1,2025-12-07,Espanol,Vallecano,1,0,0.3956,0.3032,0.3013,PSCH,2025-11-14,0.529,0.2303,0.2406
xg-dixon-coles,SP1,2025-12-07,Espanol,Vallecano,1,0,0.3956,0.3032,0.3013,PSCH,2025-11-14,0.4144,0.2805,0.3051
ensemble,SP1,2025-12-07,Espanol,Vallecano,1,0,0.3956,0.3032,0.3013,PSCH,2025-11-14,0.4144,0.2805,0.3051
dixon-coles,SP1,2025-12-07,Elche,Girona,3,0,0.4525,0.2887,0.2588,PSCH,2025-11-14,0.3893,0.274,0.3366
elo-poisson,SP1,2025-12-07,Elche,Girona,3,0,0.4525,0.2887,0.2588,PSCH,2025-11-14,0.4579,0.2672,0.2749
gbm,SP1,2025-12-07,Elche,Girona,3,0,0.4525,0.2887,0.2588,PSCH,2025-11-14,0.4865,0.298,0.2155
xg-dixon-coles,SP1,2025-12-07,Elche,Girona,3,0,0.4525,0.2887,0.2588,PSCH,2025-11-14,0.4442,0.2667,0.2891
ensemble,SP1,2025-12-07,Elche,Girona,3,0,0.4525,0.2887,0.2588,PSCH,2025-11-14,0.4442,0.2667,0.2891
dixon-coles,SP1,2025-12-07,Valencia,Sevilla,1,1,0.4833,0.2815,0.2352,PSCH,2025-11-14,0.4127,0.2693,0.318
elo-poisson,SP1,2025-12-07,Valencia,Sevilla,1,1,0.4833,0.2815,0.2352,PSCH,2025-11-14,0.435,0.2713,0.2937
gbm,SP1,2025-12-07,Valencia,Sevilla,1,1,0.4833,0.2815,0.2352,PSCH,2025-11-14,0.4501,0.2784,0.2715
xg-dixon-coles,SP1,2025-12-07,Valencia,Sevilla,1,1,0.4833,0.2815,0.2352,PSCH,2025-11-14,0.4413,0.2636,0.2951
ensemble,SP1,2025-12-07,Valencia,Sevilla,1,1,0.4833,0.2815,0.2352,PSCH,2025-11-14,0.4413,0.2636,0.2951
dixon-coles,SP1,2025-12-08,Osasuna,Levante,2,0,0.5687,0.2417,0.1896,PSCH,2025-11-14,0.5254,0.2565,0.2181
elo-poisson,SP1,2025-12-08,Osasuna,Levante,2,0,0.5687,0.2417,0.1896,PSCH,2025-11-14,0.4734,0.264,0.2626
gbm,SP1,2025-12-08,Osasuna,Levante,2,0,0.5687,0.2417,0.1896,PSCH,2025-11-14,0.4283,0.2696,0.3021
xg-dixon-coles,SP1,2025-12-08,Osasuna,Levante,2,0,0.5687,0.2417,0.1896,PSCH,2025-11-14,0.5245,0.2487,0.2269
ensemble,SP1,2025-12-08,Osasuna,Levante,2,0,0.5687,0.2417,0.1896,PSCH,2025-11-14,0.5245,0.2487,0.2269
dixon-coles,SP1,2025-12-12,Sociedad,Girona,1,2,0.528,0.2633,0.2087,PSCH,2025-12-12,0.5046,0.2505,0.2449
elo-poisson,SP1,2025-12-12,Sociedad,Girona,1,2,0.528,0.2633,0.2087,PSCH,2025-12-12,0.514,0.2542,0.2318
gbm,SP1,2025-12-12,Sociedad,Girona,1,2,0.528,0.2633,0.2087,PSCH,2025-12-12,0.6521,0.2101,0.1378
xg-dixon-coles,SP1,2025-12-12,Sociedad,Girona,1,2,0.528,0.2633,0.2087,PSCH,2025-12-12,0.5539,0.2304,0.2157
ensemble,SP1,2025-12-12,Sociedad,Girona,1,2,0.528,0.2633,0.2087,PSCH,2025-12-12,0.5539,0.2304,0.2157
dixon-coles,SP1,2025-12-13,Ath Madrid,Valencia,2,1,0.7254,0.1741,0.1005,PSCH,2025-12-12,0.7031,0.1889,0.108
elo-poisson,SP1,2025-12-13,Ath Madrid,Valencia,2,1,0.7254,0.1741,0.1005,PSCH,2025-12-12,0.6792,0.1949,0.126
gbm,SP1,2025-12-13,Ath Madrid,Valencia,2,1,0.7254,0.1741,0.1005,PSCH,2025-12-12,0.7648,0.1342,0.1009
xg-dixon-coles,SP1,2025-12-13,Ath Madrid,Valencia,2,1,0.7254,0.1741,0.1005,PSCH,2025-12-12,0.6994,0.1849,0.1156
ensemble,SP1,2025-12-13,Ath Madrid,Valencia,2,1,0.7254,0.1741,0.1005,PSCH,2025-12-12,0.6994,0.1849,0.1156
dixon-coles,SP1,2025-12-13,Getafe,Espanol,0,1,0.358,0.3478,0.2942,PSCH,2025-12-12,0.4042,0.3145,0.2813
elo-poisson,SP1,2025-12-13,Getafe,Espanol,0,1,0.358,0.3478,0.2942,PSCH,2025-12-12,0.3905,0.2762,0.3333
gbm,SP1,2025-12-13,Getafe,Espanol,0,1,0.358,0.3478,0.2942,PSCH,2025-12-12,0.3783,0.2977,0.3241
xg-dixon-coles,SP1,2025-12-13,Getafe,Espanol,0,1,0.358,0.3478,0.2942,PSCH,2025-12-12,0.3944,0.3063,0.2993
ensemble,SP1,2025-12-13,Getafe,Espanol,0,1,0.358,0.3478,0.2942,PSCH,2025-12-12,0.3944,0.3063,0.2993
dixon-coles,SP1,2025-12-13,Barcelona,Osasuna,2,0,0.8044,0.1184,0.0772,PSCH,2025-12-12,0.7853,0.1322,0.0825
elo-poisson,SP1,2025-12-13,Barcelona,Osasuna,2,0,0.8044,0.1184,0.0772,PSCH,2025-12-12,0.7767,0.1467,0.0766
gbm,SP1,2025-12-13,Barcelona,Osasuna,2,0,0.8044,0.1184,0.0772,PSCH,2025-12-12,0.7558,0.1572,0.087
xg-dixon-coles,SP1,2025-12-13,Barcelona,Osasuna,2,0,0.8044,0.1184,0.0772,PSCH,2025-12-12,0.7749,0.133,0.0921
ensemble,SP1,2025-12-13,Barcelona,Osasuna,2,0,0.8044,0.1184,0.0772,PSCH,2025-12-12,0.7749,0.133,0.0921
dixon-coles,SP1,2025-12-13,Mallorca,Elche,3,1,0.3712,0.322,0.3068,PSCH,2025-12-12,0.427,0.3138,0.2591
elo-poisson,SP1,2025-12-13,Mallorca,Elche,3,1,0.3712,0.322,0.3068,PSCH,2025-12-12,0.4397,0.2702,0.2901
gbm,SP1,2025-12-13,Mallorca,Elche,3,1,0.3712,0.322,0.3068,PSCH,2025-12-12,0.4484,0.2883,0.2633
xg-dixon-coles,SP1,2025-12-13,Mallorca,Elche,3,1,0.3712,0.322,0.3068,PSCH,2025-12-12,0.4206,0.2994,0.28
ensemble,SP1,2025-12-13,Mallorca,Elche,3,1,0.3712,0.322,0.3068,PSCH,2025-12-12,0.4206,0.2994,0.28
dixon-coles,SP1,2025-12-14,Alaves,Real Madrid,1,2,0.1681,0.2338,0.5982,PSCH,2025-12-12,0.1672,0.2463,0.5865
elo-poisson,SP1,2025-12-14,Alaves,Real Madrid,1,2,0.1681,0.2338,0.5982,PSCH,2025-12-12,0.1597,0.2339,0.6064
gbm,SP1,2025-12-14,Alaves,Real Madrid,1,2,0.1681,0.2338,0.5982,PSCH,2025-12-12,0.2067,0.2281,0.5652
xg-dixon-coles,SP1,2025-12-14,Alaves,Real Madrid,1,2,0.1681,0.2338,0.5982,PSCH,2025-12-12,0.2181,0.2418,0.5401
ensemble,SP1,2025-12-14,Alaves,Real Madrid,1,2,0.1681,0.2338,0.5982,PSCH,2025-12-12,0.2181,0.2418,0.5401
dixon-coles,SP1,2025-12-14,Celta,Ath Bilbao,2,0,0.32,0.3128,0.3671,PSCH,2025-12-12,0.3563,0.2827,0.361
elo-poisson,SP1,2025-12-14,Celta,Ath Bilbao,2,0,0.32,0.3128,0.3671,PSCH,2025-12-12,0.3366,0.2781,0.3854
gbm,SP1,2025-12-14,Celta,Ath Bilbao,2,0,0.32,0.3128,0.3671,PSCH,2025-12-12,0.2923,0.2589,0.4488
xg-dixon-coles,SP1,2025-12-14,Celta,Ath Bilbao,2,0,0.32,0.3128,0.3671,PSCH,2025-12-12,0.3629,0.2766,0.3605
ensemble,SP1,2025-12-14,Celta,Ath Bilbao,2,0,0.32,0.3128,0.3671,PSCH,2025-12-12,0.3629,0.2766,0.3605
dixon-coles,SP1,2025-12-14,Sevilla,Oviedo,4,0,0.4523,0.3087,0.2389,PSCH,2025-12-12,0.5608,0.2541,0.185
elo-poisson,SP1,2025-12-14,Sevilla,Oviedo,4,0,0.4523,0.3087,0.2389,PSCH,2025-12-12,0.5175,0.2533,0.2292
gbm,SP1,2025-12-14,Sevilla,Oviedo,4,0,0.4523,0.3087,0.2389,PSCH,2025-12-12,0.4644,0.3214,0.2143
xg-dixon-coles,SP1,2025-12-14,Sevilla,Oviedo,4,0,0.4523,0.3087,0.2389,PSCH,2025-12-12,0.5422,0.2582,0.1996
ensemble,SP1,2025-12-14,Sevilla,Oviedo,4,0,0.4523,0.3087,0.2389,PSCH,2025-12-12,0.5422,0.2582,0.1996
dixon-coles,SP1,2025-12-15,Vallecano,Betis,0,0,0.3737,0.2978,0.3286,B365CH,2025-12-12,0.3251,0.288,0.3869
